sentence	positive	neutral	negative
But the little Dwarf never looked up, and his sobs grew fainter and fainter, and suddenly he gave a curious gasp, and clutched his side. 	0.27574214	0.52749896	0.19675897
And then he fell back again, and lay quite still. 	0.27574214	0.52749896	0.19675897
'That is capital,' said the Infanta, after a pause; 'but now you must dance for me.' 	0.27574214	0.52749896	0.19675897
'Yes,' cried all the children, 'you must get up and dance, for you are as clever as the Barbary apes, and much more ridiculous.' But the little Dwarf made no answer. 	0.11110061	0.43357334	0.45532602
And the Infanta stamped her foot, and called out to her uncle, who was walking on the terrace with the Chamberlain, reading some despatches that had just arrived from Mexico, where the Holy Office had recently been established. 	0.27574214	0.52749896	0.19675897
'My funny little dwarf is sulking,' she cried, 'you must wake him up, and tell him to dance for me.' 	0.11110061	0.43357334	0.45532602
They smiled at each other, and sauntered in, and Don Pedro stooped down, and slapped the Dwarf on the cheek with his embroidered glove. 	0.27574214	0.52749896	0.19675897
'You must dance,' he said, 'petit monsire. 	0.27574214	0.52749896	0.19675897
You must dance. The Infanta of Spain and the Indies wishes to be amused.' 	0.56479144	0.3808266	0.05438204
But the little Dwarf never moved. 	0.27574214	0.52749896	0.19675897
'A whipping master should be sent for,' said Don Pedro wearily, and he went back to the terrace. 	0.11110061	0.43357334	0.45532602
But the Chamberlain looked grave, and he knelt beside the little dwarf, and put his hand upon his heart. 	0.27574214	0.52749896	0.19675897
And after a few moments he shrugged his shoulders, and rose up, and having made a low bow to the Infanta, he said – 'Mi bella Princesa, your funny little dwarf will never dance again. 	0.56479144	0.3808266	0.05438204
It is a pity, for he is so ugly that he might have made the King smile.' 	0.11110061	0.43357334	0.45532602
'But why will he not dance again?' asked the Infanta, laughing. 	0.11110061	0.43357334	0.45532602
'Because his heart is broken,' answered the Chamberlain. 	0.11110061	0.43357334	0.45532602
And the Infanta frowned, and her dainty rose–leaf lips curled in pretty disdain. 	0.56479144	0.3808266	0.05438204
'For the future let those who come to play with me have no hearts,' she cried, and she ran out into the garden. 	0.27574214	0.52749896	0.19675897
THE FISHERMAN AND HIS SOUL 	0.11110061	0.43357334	0.45532602
Every evening the young Fisherman went out upon the sea, and threw his nets into the water. 	0.27574214	0.52749896	0.19675897
When the wind blew from the land he caught nothing, or but little at best, for it was a bitter and black–winged wind, and rough waves rose up to meet it. But when the wind blew to the shore, the fish came in from the deep, and swam into the meshes of his nets, and he took them to the market–place and sold them. Every evening he went out upon the sea, and one evening the net was so heavy that hardly could he draw it into the boat. And he laughed, and said to himself, 'Surely I have caught all the fish that swim, or snared some dull monster that will be a marvel to men, or some thing of horror that the great Queen will desire,' and putting forth all his strength, he tugged at the coarse ropes till, like lines of blue enamel round a vase of bronze, the long veins rose up on his arms. He tugged at the thin ropes, and nearer and nearer came the circle of flat corks, and the net rose at last to the top of the water. 	0.11110061	0.43357334	0.45532602
But no fish at all was in it, nor any monster or thing of horror, but only a little Mermaid lying fast asleep. 	0.11110061	0.43357334	0.45532602
Her hair was as a wet fleece of gold, and each separate hair as a thread of fine gold in a cup of glass. Her body was as white ivory, and her tail was of silver and pearl. Silver and pearl was her tail, and the green weeds of the sea coiled round it; and like sea–shells were her ears, and her lips were like sea–coral. The cold waves dashed over her cold breasts, and the salt glistened upon her eyelids. 	0.27574214	0.52749896	0.19675897
So beautiful was she that when the young Fisherman saw her he was filled with wonder, and he put out his hand and drew the net close to him, and leaning over the side he clasped her in his arms. And when he touched her, she gave a cry like a startled sea–gull, and woke, and looked at him in terror with her mauve–amethyst eyes, and struggled that she might escape. But he held her tightly to him, and would not suffer her to depart. 	0.11110061	0.43357334	0.45532602
And when she saw that she could in no way escape from him, she began to weep, and said, 'I pray thee let me go, for I am the only daughter of a King, and my father is aged and alone.' But the young Fisherman answered, 'I will not let thee go save thou makest me a promise that whenever I call thee, thou wilt come and sing to me, for the fish delight to listen to the song of the Sea–folk, and so shall my nets be full.' 	0.56479144	0.3808266	0.05438204
'Wilt thou in very truth let me go, if I promise thee this?' cried the Mermaid. 	0.27574214	0.52749896	0.19675897
'In very truth I will let thee go,' said the young Fisherman. 	0.27574214	0.52749896	0.19675897
So she made him the promise he desired, and sware it by the oath of the Sea–folk. And he loosened his arms from about her, and she sank down into the water, trembling with a strange fear. 	0.11110061	0.43357334	0.45532602
Every evening the young Fisherman went out upon the sea, and called to the Mermaid, and she rose out of the water and sang to him. Round and round her swam the dolphins, and the wild gulls wheeled above her head. 	0.27574214	0.52749896	0.19675897
And she sang a marvellous song. For she sang of the Sea–folk who drive their flocks from cave to cave, and carry the little calves on their shoulders; of the Tritons who have long green beards, and hairy breasts, and blow through twisted conchs when the King passes by; of the palace of the King which is all of amber, with a roof of clear emerald, and a pavement of bright pearl; and of the gardens of the sea where the great filigrane fans of coral wave all day long, and the fish dart about like silver birds, and the anemones cling to the rocks, and the pinks bourgeon in the ribbed yellow sand. She sang of the big whales that come down from the north seas and have sharp icicles hanging to their fins; of the Sirens who tell of such wonderful things that the merchants have to stop their ears with wax lest they should hear them, and leap into the water and be drowned; of the sunken galleys with their tall masts, and the frozen sailors clinging to the rigging, and the mackerel swimming in and out of the open portholes; of the little barnacles who are great travellers, and cling to the keels of the ships and go round and round the world; and of the cuttlefish who live in the sides of the cliffs and stretch out their long black arms, and can make night come when they will it. She sang of the nautilus who has a boat of her own that is carved out of an opal and steered with a silken sail; of the happy Mermen who play upon harps and can charm the great Kraken to sleep; of the little children who catch hold of the slippery porpoises and ride laughing upon their backs; of the Mermaids who lie in the white foam and hold out their arms to the mariners; and of the sea–lions with their curved tusks, and the sea–horses with their floating manes. 	0.11110061	0.43357334	0.45532602
